sid,freq,power
0,0.0,5.079270337660091e-15
0,0.007194244604316547,21.097793895090366
0,0.014388489208633094,14.95392610801838
0,0.02158273381294964,5.865728449934185
0,0.02877697841726619,11.936828522586996
0,0.03597122302158273,17.16546998221785
0,0.04316546762589928,10.984523177502489
0,0.05035971223021583,17.19342124907436
0,0.05755395683453238,20.077103715320987
0,0.06474820143884892,7.685678757757037
0,0.07194244604316546,2.6324585217232457
0,0.07913669064748202,2.584457927636059
0,0.08633093525179857,10.860464558841555
0,0.09352517985611511,9.583560598083363
0,0.10071942446043167,13.903984714275454
0,0.10791366906474821,12.506449236560414
0,0.11510791366906475,13.836513254574012
0,0.1223021582733813,6.290052701090646
0,0.12949640287769784,8.340825978042657
0,0.1366906474820144,16.08468692711086
0,0.14388489208633093,23.42734711554441
0,0.1510791366906475,12.176795655301355
0,0.15827338129496404,5.438299684864171
0,0.16546762589928057,5.943629328146668
0,0.17266187050359713,4.104433123916229
0,0.1798561151079137,5.764028604923149
0,0.18705035971223022,8.278360527227054
0,0.19424460431654678,10.387062438164783
0,0.20143884892086333,10.53778669815824
0,0.20863309352517986,12.363512869188462
0,0.21582733812949642,3.145499668783152
0,0.22302158273381295,7.652077863716111
0,0.2302158273381295,5.579800717344901
0,0.23741007194244607,10.155330567038046
0,0.2446043165467626,8.57117701605057
0,0.2517985611510791,9.85580965263183
0,0.2589928057553957,5.231724346400167
0,0.26618705035971224,4.498999504020108
0,0.2733812949640288,9.473210828383243
0,0.28057553956834536,14.739544664824358
0,0.28776978417266186,3.3284472048241085
0,0.2949640287769784,11.473334120848508
0,0.302158273381295,13.640020976586682
0,0.30935251798561153,13.394061398801037
0,0.3165467625899281,11.306937858362476
0,0.32374100719424465,12.896407005324132
0,0.33093525179856115,3.9210100308855944
0,0.3381294964028777,0.6208029085684937
0,0.34532374100719426,9.470458850938137
0,0.3525179856115108,29.245103806762398
0,0.3597122302158274,19.13699169640536
0,0.3669064748201439,13.797187811871762
0,0.37410071942446044,12.864634659719247
0,0.381294964028777,6.763638659495204
0,0.38848920863309355,9.361031894221501
0,0.3956834532374101,8.664593156509092
0,0.40287769784172667,8.4157461036325
0,0.41007194244604317,20.37952533169301
0,0.4172661870503597,19.722917726219748
0,0.4244604316546763,5.288985571859437
0,0.43165467625899284,12.846954179242351
0,0.4388489208633094,14.401376981744555
0,0.4460431654676259,4.420181277336362
0,0.45323741007194246,16.76846869611752
0,0.460431654676259,7.635858018009811
0,0.4676258992805756,9.409803705613077
0,0.47482014388489213,6.299435621815137
0,0.48201438848920863,4.938972137379513
0,0.4892086330935252,6.527988558213716
0,0.49640287769784175,2.364142394025194
1,0.0,1.7763568394002505e-15
1,0.006993006993006993,7.210560038675878
1,0.013986013986013986,22.749449568524792
1,0.02097902097902098,15.30214713047627
1,0.027972027972027972,18.121275406984992
1,0.03496503496503497,23.33288145876638
1,0.04195804195804196,13.19743431445962
1,0.04895104895104895,6.2827171965629915
1,0.055944055944055944,7.839813732672291
1,0.06293706293706294,12.894236671420373
1,0.06993006993006994,5.012598144694242
1,0.07692307692307693,11.763361160294542
1,0.08391608391608392,4.288649925853688
1,0.09090909090909091,6.957549615272807
1,0.0979020979020979,10.662205642813591
1,0.1048951048951049,2.856342140317134
1,0.11188811188811189,9.778612182254161
1,0.11888111888111888,7.52038318268581
1,0.1258741258741259,22.680142056863797
1,0.13286713286713286,10.30192474136954
1,0.13986013986013987,22.342035630901513
1,0.14685314685314685,21.909994193029476
1,0.15384615384615385,13.497607920183027
1,0.16083916083916083,20.04658495060911
1,0.16783216783216784,9.393981149019904
1,0.17482517482517482,10.713247856610018
1,0.18181818181818182,5.126727910399331
1,0.1888111888111888,20.149318533359853
1,0.1958041958041958,7.3839104610701165
1,0.20279720279720279,20.53337886538348
1,0.2097902097902098,6.262158578980742
1,0.21678321678321677,12.038159478646866
1,0.22377622377622378,15.477859502595706
1,0.23076923076923078,10.441702083933665
1,0.23776223776223776,4.353067458062816
1,0.24475524475524477,11.646714368312821
1,0.2517482517482518,10.214180080043743
1,0.25874125874125875,9.078253430929847
1,0.26573426573426573,4.844506754036738
1,0.2727272727272727,10.898498189393075
1,0.27972027972027974,2.833818305185071
1,0.2867132867132867,6.229114853274944
1,0.2937062937062937,8.23004206097054
1,0.3006993006993007,7.504705679950749
1,0.3076923076923077,14.77098635129226
1,0.3146853146853147,5.664726412850669
1,0.32167832167832167,5.804787714725062
1,0.32867132867132864,8.484640465531854
1,0.3356643356643357,15.42033253306902
1,0.34265734265734266,5.33709488319984
1,0.34965034965034963,10.218310369071808
1,0.35664335664335667,9.050954134209332
